44,32,25,20,14
37,27,22,17,12
32,23,19,15,11
28,21,17,13,10
25,19,15,12,9
23,17,14,11,8
21,16,13,10,8
19,15,12,10,7
17,14,11,9,7
16,13,10,9,7
15,12,10,8,6
14,11,9,8,6
13,11,9,7,6
12,10,8,7,6
12,10,8,7,6
11,9,8,6,5
10,9,7,6,5
10,9,7,6,5
9,8,7,6,5
9,8,7,6,5
8,8,6,5,5
5,7,6,5,5
7,7,6,5,5
7,7,6,5,4
7,7,6,5,4
7,6,5,5,4
7,6,5,5,4
7,6,5,4,4
7,6,5,4,4
7,6,5,4,4
7,5,5,4,4
7,5,5,4,4
7,5,5,4,3
7,6,5,4,3
8,6,5,4,4
8,6,5,4,4
8,6,5,4,4
8,6,5,4,4
8,6,5,5,4
9,7,5,5,4
9,7,6,5,4
9,7,6,5,4
9,7,6,5,4
9,7,6,5,4
10,7,6,5,4
10,7,6,5,5
10,8,6,5,5
10,8,6,5,5
10,8,6,5,5
10,8,7,6,5
11,8,7,6,5
11,8,7,6,5
11,8,7,6,5
11,8,7,6,5
11,9,7,6,5
11,9,7,6,5
12,9,7,6,5
12,9,7,6,5
12,9,7,6,5
12,9,8,6,6
12,9,8,6,6
12,9,8,6,6
13,10,8,6,6
13,10,8,7,6
13,10,8,7,6
13,10,8,7,6
13,10,8,7,6
13,10,8,7,6
14,10,8,7,6
14,10,8,7,6
14,10,9,7,6
14,11,9,7,6
14,11,9,7,6
14,11,9,7,6
15,11,9,7,6
15,11,9,7,6
15,11,9,7,7
15,11,9,7,7
15,11,9,8,7
15,11,9,8,7
16,12,9,8,7
16,12,9,8,7
16,12,10,8,7
16,12,10,8,7
16,12,10,8,7
16,12,10,8,7
17,12,10,8,7
17,12,10,8,7
17,12,10,8,7
17,13,10,8,7
17,13,10,8,7
17,13,10,8,7
17,13,10,8,7
18,13,10,8,7
18,13,11,9,8
18,13,11,9,8
18,13,11,9,8
18,13,11,9,8
18,13,11,9,8
19,14,11,9,8
19,14,11,9,8
